Gruppe,enthalten in,Rückgabetyp,Name,Parameter,Beschreibung
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileHTTPWithCredentials,"string __sFileName,string __sFieldName,string __sURL,string __sUserName,string __sPassword","Entspricht der BGUploadFileHTTP, wobei dieser Funktion zusätzlich 
ein Username und ein Passwort mitgegeben wird, wenn diese für den Upload 
nötig sind.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileHTTPWithCredentialsFromFile,"string __sFileName,string __sFieldName,string __sURL,string __sCredentialFilePath,string __sCredentialSection","Entspricht der BGUploadFileHTTPWithCredentials Funktion, wobei in dieser Funktion
der Username und das Passwort aus einem gecrypteten File ausgelesen werde.
Dabei handelt es sich um ein .scc File, dessen Pfad dem Parameter __sCredentialFilePath, 
entspricht. Dieses muss eine Sektion enthalten (__sCredentialSection), die
Einträge für den Usernamen und das Passwort enthält(siehe Beispiel).

[TEST]
UserName=test
Password=test123

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileFTP,"string __sFileName,string __sURL","Ermöglicht den FTP-Upload von Files. Der erste Parameter(__sFileName)
entspricht dem hochzuladenden File inklusive Pfad und Endung. Der zweite 
Parameter (__sURL) beinhaltet die FTP-URL. Anbei ein Beispiel:

ftp://@Beispiel.com/Beispiel.txt

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Es kann sein, das die FTP Server die Dateinamen nicht richtig darstellen. Das liegt am Encoding des Dateinamens. Per Default wird im Script immer Windows-1252 verwendet, wenn das der Fall ist, dann kann versucht werden den Datienamen in der URL mit der Funktion ConvertAsciiToUtf8(sDokName) in UTF8 um zu wandeln.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileFTPWithCredentials,"string __sFileName,string __sURL,string __sUserName,string __sPassword","Entspricht der BGUploadFileFTP, wobei dieser Funktion zusätzlich 
ein Username und ein Passwort mitgegeben wird, wenn diese für den Upload 
nötig sind.

Beispiel:
BGUploadFileFTPWithCredentials(""D:\\ExampleFolder\\Example.txt"", ""ftp://@files.bormgruppe.com/anonymous/Test?/Example1.txt"", ""ExampleUser"", ""ExamplePassword"");

Es kann sein, das die FTP Server die Dateinamen nicht richtig darstellen. Das liegt am Encoding des Dateinamens. Per Default wird im Script immer Windows-1252 verwendet, wenn das der Fall ist, dann kann versucht werden den Datienamen in der URL mit der Funktion ConvertAsciiToUtf8(sDokName) in UTF8 um zu wandeln.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileFTPWithCredentialsFromFile,"string __sFileName,string __sURL,string __sCredentialFilePath,string __sCredentialSection","Entspricht der BGUploadFileFTPWithCredentials Funktion, wobei in dieser Funktion
der Username und das Passwort aus einem gecrypteten File ausgelesen werde.
Dabei handelt es sich um ein .scc File, dessen Pfad dem Parameter __sCredentialFilePath, 
entspricht. Dieses muss eine Sektion enthalten (__sCredentialSection), die
Einträge für den Usernamen und das Passwort enthält(siehe Beispiel).

[TEST]
UserName=test
Password=test123

Es kann sein, das die FTP Server die Dateinamen nicht richtig darstellen. Das liegt am Encoding des Dateinamens. Per Default wird im Script immer Windows-1252 verwendet, wenn das der Fall ist, dann kann versucht werden den Datienamen in der URL mit der Funktion ConvertAsciiToUtf8(sDokName) in UTF8 um zu wandeln.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,bool,BGListRemoteDirectory,string __sURL,"Mit dieser Funktion kann eine Verbindung zu einem FTP Server erstellt werden,
so dass von diesem anschliessend mit weiteren Funktionen Dateien 
heruntergeladen werden können.
Lädt alle vorhandenen Files und Directories des angegebenen FTP's in den
lokalen Cache, der anschliessend ausgelesen werden kann.
Retourinert im Erfolgsfall true."
,<BD>\bin\BGScriptRTL.dll,bool,BGListRemoteDirectoryWithCredentials,"string __sURL,string __sUserName,string __sPassword","Mit dieser Funktion kann eine Verbindung zu einem FTP Server erstellt werden,
so dass von diesem anschliessend mit weiteren Funktionen Dateien 
heruntergeladen werden können.
Lädt alle vorhandenen Files und Directories des angegebenen FTP's in den
lokalen Cache, der anschliessend ausgelesen werden kann.
Falls der FTP Passwort geschützt ist, können die Credentials als String 
mitgegeben werden.Retourinert im Erfolgsfall true."
,<BD>\bin\BGScriptRTL.dll,bool,BGListRemoteDirectoryWithCredentialsFromFile,"string __sURL,string __sCredentialFilePath,string __sCredentialSection","Mit dieser Funktion kann eine Verbindung zu einem FTP Server erstellt werden,
so dass von diesem anschliessend mit weiteren Funktionen Dateien 
heruntergeladen werden können.
Lädt alle vorhandenen Files und Directories des angegebenen FTP's in den
lokalen Cache, der anschliessend ausgelesen werden kann.
Wenn der gewünschte FTP ein Login erfordert, kann mit dieser Funktion
der Username und das Passwort aus einem gecrypteten File ausgelesen werde.
Dabei handelt es sich um ein .scc File, dessen Pfad dem Parameter __sCredentialFilePath, 
entspricht. Dieses muss eine Sektion enthalten (__sCredentialSection), die
Einträge für den Usernamen und das Passwort enthält(siehe Beispiel).
Retourinert im Erfolgsfall true.

[TEST]
UserName=test
Password=test123"
,<BD>\bin\BGScriptRTL.dll,long,BGGetRemoteDirectoryElementCount,,"Retourniert die Anzahl der Files, die mittels einer BGListRemoteDirectory-Funktion
in den Cache geladen wurden."
,<BD>\bin\BGScriptRTL.dll,string,BGGetRemoteDirectoryElement,long __lIndex,"Retourniert den Namen des Files/Directory an der angegebenen Position (Index).
Dieses File kann anschliessend per Downloadfunktion(BGDownloadFile) herunter
geladen werden."
,<BD>\bin\BGScriptRTL.dll,long,BGSendPostRequestOverHttp,"string __sURL,string __sBody,long __lContentType","BormScript-Funktion zum Absenden eines HTTP-POST-Request.
Für den letzten Parameter werden folgende Konstanten exportiert:
const long WEBUTILS_POST_CONTENT_TYPE_DEFAULT	
const long WEBUTILS_POST_CONTENT_TYPE_TEXT	
const long WEBUTILS_POST_CONTENT_TYPE_HTML	
const long WEBUTILS_POST_CONTENT_TYPE_XML	
const long WEBUTILS_POST_CONTENT_TYPE_JSON"
,<BD>\bin\BGScriptRTL.dll,long,BGSendGetRequestOverHttp,string __sURL,
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileFTPWithOptions,"string __sFileName,string __sURL,long __lOptions","Entspricht der BGUploadFileFTP-Funktion, wobei zusätzliche Optionen
angegeben werden können, siehe die Konstanten, die mit
WEBUTILS_OPTION_... beginnen.

Es kann sein, das die FTP Server die Dateinamen nicht richtig darstellen. Das liegt am Encoding des Dateinamens. Per Default wird im Script immer Windows-1252 verwendet, wenn das der Fall ist, dann kann versucht werden den Datienamen in der URL mit der Funktion ConvertAsciiToUtf8(sDokName) in UTF8 um zu wandeln.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileFTPWithCredentialsAndOptions,"string __sFileName,string __sURL,string __sUserName,string __sPassword,long __lOptions","Entspricht der BGUploadFileFTPWithCredentials-Funktion, wobei zusätzliche
Optionen angegeben werden können, siehe die Konstanten, die mit
WEBUTILS_OPTION_... beginnen.

Es kann sein, das die FTP Server die Dateinamen nicht richtig darstellen. Das liegt am Encoding des Dateinamens. Per Default wird im Script immer Windows-1252 verwendet, wenn das der Fall ist, dann kann versucht werden den Datienamen in der URL mit der Funktion ConvertAsciiToUtf8(sDokName) in UTF8 um zu wandeln.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileFTPWithCredentialsFromFileAndOptions,"string __sFileName,string __sURL,string __sCredentialFilePath,string __sCredentialSection,long __lOptions","Entspricht der BGUploadFileFTPWithCredentialsFromFile-Funktion, wobei
zusätzliche Optionen angegeben werden können, siehe die Konstanten, die mit
WEBUTILS_OPTION_... beginnen.

Es kann sein, das die FTP Server die Dateinamen nicht richtig darstellen. Das liegt am Encoding des Dateinamens. Per Default wird im Script immer Windows-1252 verwendet, wenn das der Fall ist, dann kann versucht werden den Datienamen in der URL mit der Funktion ConvertAsciiToUtf8(sDokName) in UTF8 um zu wandeln.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGGetLastWebUtilsHttpResponseCode,,"Gibt das letzte Resultat nach der Benutzung einer WebUtils-Funktion (Download/Upload)
aus. Der zurückgebene long Wert kann den jeweiligen WEBUTILS_RESULT_XXXXXX
zugeordent werden.

Bsp:
WEBUTILS_RESULT_SUCCESSFUL = 0
WEBUTILS_RESULT_UNAUTHORIZED = 5"
,<BD>\bin\BGScriptRTL.dll,string,BGGetLastWebUtilsMessage,,"Gibt das letzte Resultat der WebUtils aus. Ermöglicht die Ausgabe von 
Status/Fehlermeldungen bei Download/Upload Funktionen als String. Ist vor der
Benutzung immer ein leerer String."
,<BD>\bin\BGScriptRTL.dll,long,BGDownloadFileWithOptions,"string __sFileURL,string __sFileName,long __lOptions","Im Gegensatz zu BGDownloadFile können dieser Funktion zusätzliche Optionen mitgegeben werden.
Diese Optionen sind die WEBUTILS_OPTION.. Konstanten.
Ermöglicht den Download von Dateien. Es wird der Inhalt der Serverantwort gespeichert. 
Dies gilt auch für den Fall, wenn der Server beim Aufruf der angegebenen URL keine eigentliche Datei zurückliefert, sondern HTML, JSON oder ähnliches. 
Der zweite Parameter gibt den kompletten Speicherort (inkl. Dateinamen und -endung) an, ausser wenn die Option WEBUTILS_OPTION_USE_SERVER_FILENAME aktiv ist. 
Dann gibt der zweite Parameter den Ordner an, in welchen die Datei gespeichert werden soll.
Wird diese Option verwendet, so muss nach dem Download der heruntergeladene FileName mit der Funktion BGGetLastWebUtilsDownloadFilePath() abgefragt werden.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileHTTPWithOptions,"string __sFileName,string __sFieldName,string __sURL,long __lOptions","Entspricht der BGUploadFileHTTP-Funktion, wobei dieser Funktion zusätzlich
Optionen mitgegeben werden können. Diese Optionen sind die WEBUTILS_OPTION_... Konstanten.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGDownloadFileWithCredentialsAndOptions,"string __sFileURL,string __sFileName,string __sUserName,string __sPassword,long __lOptions","Entspricht der BGDownloadFileWithOptions-Funktion, wobei dieser Funktion zusätzlich 
ein Username und ein Passwort mitgegeben wird, die den Download von URL's 
mit hinterlegtem Login ermöglicht.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileHTTPWithCredentialsAndOptions,"string __sFileName,string __sFieldName,string __sURL,string __sUserName,string __sPassword,long __lOptions","Entspricht der BGUploadFileHTTPWithCredentials-Funktion, wobei dieser Funktion zusätzlich
Optionen mitgegeben werden können. Diese Optionen sind die WEBUTILS_OPTION_... Konstanten.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGDownloadFileWithCredentialsFromFileAndOptions,"string __sFileURL,string __sFileName,string __sCredentialFilePath,string __sCredentialSection,long __lOptions","Entspricht der BGDownloadFileWithCredentialsAndOptions-Funktion, wobei in dieser Funktion
der Username und das Passwort aus einem gecrypteten File ausgelesen werden.
Dabei handelt es sich um ein .scc File, dessen Pfad dem Parameter __sCredentialFilePath, 
entspricht. Dieses muss eine Sektion enthalten (__sCredentialSection), die
Einträge für den Usernamen und das Passwort enthält(siehe Beispiel).

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,BGUploadFileHTTPWithCredentialsFromFileAndOptions,"string __sFileName,string __sFieldName,string __sURL,string __sCredentialFilePath,string __sCredentialSection,long __lOptions","Entspricht der BGUploadFileHTTPWithCredentialsFromFile-Funktion, wobei dieser Funktion zusätzlich
Optionen mitgegeben werden können. Diese Optionen sind die WEBUTILS_OPTION_... Konstanten.

Die Funktion retourniert im Erfolgsfall WEBUTILS_RESULT_SUCCESSFUL ansonsten
eine andere WebUtils-Konstante, die den entsprechenden Fehler repräsentiert.

Mit BGGetLastWebUtilsMessage() kann im Falle eines Misserfolgs die Fehlermeldung als String ausgegeben werden."
,<BD>\bin\BGScriptRTL.dll,long,WEBUTILS_OPTION_SSL_REVOCATION_CHECK_ENABLE,,Der Revocation-Check wird für das SSL-Zertifikat gemacht.
,<BD>\bin\BGScriptRTL.dll,long,WEBUTILS_OPTION_SSL_REVOCATION_CHECK_DISABLE,,Der Revocation-Check wird für das SSL-Zertifikat nicht gemacht.
,<BD>\bin\BGScriptRTL.dll,long,WEBUTILS_OPTION_SSL_REVOCATION_CHECK_USE_DEFAULT,,"Der Revocation-Check für das SSL-Zertifikat wird nur nicht gemacht, wenn DisableSSLCertificateRevocationCheck in SYS_PARAM aktiv ist. Sollte der Eintrag nicht existieren, wird der Check gemacht."
,<BD>\bin\BGScriptRTL.dll,long,WEBUTILS_OPTION_USE_SERVER_FILENAME,,"Mit dieser Option wird der vom Server vorgeschlagene Dateiname (in den Header Informationen im Content-Disposition) verwendet.
Schlägt der Server keinen Dateinamen vor, wird der Download nicht ausgeführt."
,<BD>\bin\BGScriptRTL.dll,string,BGGetLastWebUtilsDownloadFilePath,,"Falls der Download mit einer der Download-Funktionen erfolgreich war, gibt diese Funktion den Pfad zurück, in welchen die Datei gespeichert wurde (insbesondere nützlich bei der Verwendung der Option WEBUTILS_OPTION_USE_SERVER_FILENAME)."
Datum,<BD>\bin\BGScriptRTL.dll,string,CalculateDate,"string _g_date_to_calc,long _g_offset_in_days",Berechnet das Datum (ohne Berücksichtigung des Betriebskalenders)
,<BD>\bin\BGScriptRTL.dll,string,FormatDate,"string _g_format_date,string _g_fct_format_string","Formatiert das angegebene Datum in das angegebene Format.
Mögliche Formate sind im SharePoint oder unter der Funktion FormatCurrentTime() aufgeführt:
https://bormgruppe.atlassian.net/wiki/spaces/TPE/pages/188842031/Hilfsfunktionen"
,<BD>\bin\BGScriptRTL.dll,string,WeekNumber,"string _g_date_to_evaluate,string _g_format_string",Gibt die Wochennummer zurück
Lizenzierung,<BD>\bin\BGScriptRTL.dll,long,HasLicense,long ProgId,"Prüft, ob ein Kunde die Lizenz zur angegebenen Programmnummer auf Slot 1 besitzt. 

Alternativ die Liste geordnet nach Modulnummern:
LICENSE_DATENVERWALTUNG = 1
LICENSE_ANGEBOTS_UND_AUFTRAGSBEARBEITUNG = 2
LICENSE_VARIABLE_AUFTRAGS_UND_STAMMSTUECKLISTEN = 3
LICENSE_NACHKALKULATION = 4
LICENSE_ZEITVERARBEITUNGSPESEN = 5
LICENSE_BESTELLWESEN = 6
LICENSE_OFFERIEREN_FAKTURIEREN_GRUNDMODUL_WORD = 7
LICENSE_ANGEBOTE_FAKTURIEREN_ZUSATZ_WORD_AUSGABE = 8
LICENSE_REGIE_UND_FAKTURAPROGRAMM_WORD = 9
LICENSE_LIEFERANTENRECHNUNGEN_KREDITOREN_ERFASSEN = 10
LICENSE_REGIEABRECHNUNG = 11
LICENSE_BESTELLWESEN_EVO = 12
LICENSE_ARBEITSPLAENE_AUFTRAGS_UND_PRODUKTEVK = 13
LICENSE_ZUSCHNITTOPTIMIERUNG = 14
LICENSE_LAGERBESTANDESFUEHRUNG = 15
LICENSE_PREISANFRAGEN_BEI_LIEFERANTEN = 16
LICENSE_RESSOURCENPLANUNG = 17
LICENSE_PRODUKTVARIANTENKALKULATION = 18
LICENSE_BETRIEBSDATENERFASSUNG = 19
LICENSE_GUVERWALTUNG = 20
LICENSE_RECHNUNGSKONTROLLE = 21
LICENSE_PERIODENKALKULATION = 22
LICENSE_DOKUMENTENVERWALTUNG = 23
LICENSE_GROBTERMINPLANUNG = 24
LICENSE_INTEGRATION_BORMCAD_UND_BORMPPS = 25
LICENSE_INTEGRATION_POINTLINECAD = 26
LICENSE_SCHNELLKALKULATION = 27
LICENSE_SONDERFORMVERWALTUNG = 28
LICENSE_ZEITKONSOLIDIERUNG = 29
LICENSE_SCHNITTSTELLE_SESAM_DEBITOREN = 30
LICENSE_SCHNITTSTELLE_SESAM_WINLOHN = 31
LICENSE_SCHNITTSTELLE_SESAM_KREDITOREN = 32
LICENSE_SCHNITTSTELLE_ABACUS_DEBITOREN = 33
LICENSE_SCHNITTSTELLE_ABACUS_KREDITOREN = 34
LICENSE_SCHNITTSTELLE_ABACUS_LOHN = 35
LICENSE_SCHNITTSTELLE_DATEV_DEBITOREN = 36
LICENSE_SCHNITTSTELLE_DATEV_KREDITOREN = 37
LICENSE_SCHNITTSTELLE_DATEV_LOHN = 38
LICENSE_SCHNITTSTELLE_EDI_FACT_BESTELLUNG = 39
LICENSE_SCHNITTSTELLE_EDI_FACT_BESTELLBESTAETIGUNG = 40
LICENSE_UEBERNAHME_KUECHENGERAETEDATEIEN_AMK = 41
LICENSE_DATENIMPORTEXPORT_BORM = 42
LICENSE_SCHNITTSTELLE_IBAU = 43
LICENSE_SCHNITTSTELLE_ARDIS = 44
LICENSE_SCHNITTSTELLE_BENZING = 45
LICENSE_SCHNITTSTELLE_GIBEN = 46
LICENSE_SCHNITTSTELLE_GIBEN_ETIKETTENDRUCK = 47
LICENSE_SCHNITTSTELLE_HOLZMA = 48
LICENSE_SCHNITTSTELLE_ISGUS = 49
LICENSE_SCHNITTSTELLE_OPTIMAX = 50
LICENSE_SCHNITTSTELLE_REXROTH = 51
LICENSE_SCHNITTSTELLE_SCHELLING = 52
LICENSE_SCHNITTSTELLE_SCHELLING_ETIKETTENDRUCK = 53
LICENSE_BERECHNUNGSGRUNDLAGEN_VSSM = 54
LICENSE_RECHNUNGSEXPORT = 55
LICENSE_ARTIKELIMPORT_LIEFERANTENSTAEMME = 56
LICENSE_SCHNITTSTELLE_OPALPANHANS = 57
LICENSE_SCHNITTSTELLE_IMOS = 58
LICENSE_SCHNITTSTELLE_PROLIGNUM = 59
LICENSE_ZUGRIFFSBERECHTIGUNGEN = 60
LICENSE_GAEB_SCHNITTSTELLE_IMPORT = 61
LICENSE_GAEB_SCHNITTSTELLE_EXPORT = 62
LICENSE_EVA_INTEGRATION = 63
LICENSE_MANDANTENFAEHIGKEIT = 64
LICENSE_TOUCHSCREENTECHNOLOGIE = 65
LICENSE_ANBINDUNG_DMSSYSTEM = 66
LICENSE_EINSATZPLANUNG = 67
LICENSE_XML_BASE64_EX_UND_IMPORT = 68
LICENSE_SCHNITTSTELLE_XML_EXPORT = 69
LICENSE_SCHNITTSTELLE_XML_IMPORT = 70
LICENSE_VARIABLER_EXCEL_EXPORT = 71
LICENSE_BIBLIOTHEK_PREISFINDUNG_EXCEL_KALKULATION = 72
LICENSE_IDM_EINLESEN_KATALOGDATEN = 74
LICENSE_IDM_BESTELLUNGEN_VERARBEITEN = 75
LICENSE_IDM_KATALOG_ERZEUGEN = 76
LICENSE_IDM_KATALOGDATEN_ABGLEICHEN = 77
LICENSE_NPK_KATALOGDATEN = 78
LICENSE_NPK_SIA451_EX_UND_IMPORT = 79
LICENSE_BGPLANVIEWER = 85
LICENSE_SCHNITTSTELLE_EDI_FACT_LIEFERAVIS = 90
LICENSE_SCHNITTSTELLE_EDI_FACT_RECHNUNG = 91
LICENSE_SCHNITTSTELLE_FENSTERSOFTWARE = 94
LICENSE_SCHNITTSTELLE_OLMERO = 101
LICENSE_INTEGRATION_CAD_GPE = 102
LICENSE_INTEGRATION_CAD_STK = 103
LICENSE_OEM_VERSION = 104
LICENSE_DISPO_SCHWEITZER = 130
LICENSE_DISPO_SCHNEIDER = 131
LICENSE_BORM_APP = 210
LICENSE_ITALIA_FATTURA_PA = 211
LICENSE_BORM_SHARE = 220
LICENSE_CREATE_ZUGFERD_INVOICE = 311
LICENSE_OEM_VERSION_BASE_MODULE = 400
LICENSE_OEM_VERSION_EXTENDED_MODULE_1 = 401
LICENSE_OEM_VERSION_EXTENDED_MODULE_2 = 402
LICENSE_OEM_NO_VARIABLE_COUNT_RESTRICTION = 403
LICENSE_DATENIMPORT_RWDM = 584
LICENSE_NPK_KATALOGDATEN_DE = 900
LICENSE_NPK_KATALOGDATEN_FR = 901
LICENSE_NPK_KATALOGDATEN_IT = 902
LICENSE_ENTWICKLERLIZENZ = 998
LICENSE_PROJEKTLEITER_TOOL = 99"
